age,gender,employment_status,state_of_residence,total_monthly_inflow,total_monthly_outflow,transaction_frequency,salary_payment_detected,end_of_month_balance,highest_credit_amount,highest_debit_amount,gambling_transactions_count,loan_related_transactions_count,previous_loan_taken,previous_loan_amount,repayment_status,missed_payment_count,airtime_spend_per_month,data_subscription_spend,loan_defaulted
44,Female,Employed,Enugu,490492,509723,65,Yes,0,227285,257717,2,5,Yes,1769194,Late,4,3629,3137,1
18,Female,Self-employed,Anambra,50000,29294,48,No,107280,20881,8510,0,0,No,0,N/A,0,4561,3194,0
26,Female,Employed,Kano,260930,188861,28,Yes,123865,98323,54606,0,0,No,0,N/A,0,4488,4071,0
47,Female,Employed,Imo,448051,259653,26,Yes,215279,287549,131846,0,1,Yes,1565275,On-time,0,7125,4888,0
36,Male,Self-employed,Rivers,267426,141181,42,No,228273,188343,68334,1,0,Yes,571485,On-time,0,3670,3743,0
39,Male,Employed,Ogun,517877,405408,17,Yes,155771,369358,93503,2,1,No,0,N/A,0,1196,7330,0
30,Male,Employed,Abuja,285357,209861,30,Yes,87615,119810,101119,0,1,Yes,362895,On-time,3,3972,2699,0
47,Female,Employed,Ogun,625106,375727,48,Yes,402303,461300,117834,0,0,No,0,N/A,0,1768,4732,0
26,Male,Self-employed,Kwara,229100,158790,37,No,169079,168242,65570,0,0,No,0,N/A,0,7614,4544,0
38,Male,Self-employed,Rivers,210364,169481,45,No,64836,104937,80172,1,1,Yes,518873,On-time,3,7160,2522,1
29,Female,Self-employed,Anambra,302619,270281,18,No,23148,142523,144920,4,1,Yes,1363641,Late,3,3729,2225,1
19,Female,Employed,Rivers,215061,151912,26,Yes,258161,91480,80298,0,0,Yes,975073,On-time,0,2939,7150,0
36,Female,Employed,Oyo,444278,278684,39,Yes,309687,198771,151621,0,1,No,0,N/A,0,5557,6787,0
42,Male,Unemployed,Borno,43271,41816,28,No,734,29003,11330,0,2,Yes,183550,Late,3,2366,3300,1
22,Female,Employed,Kaduna,204902,146265,32,Yes,114579,91095,65866,0,0,No,0,N/A,0,2902,3712,0
29,Male,Unemployed,Delta,82225,61393,41,No,34237,52384,30081,0,0,Yes,98671,On-time,1,500,8097,1
29,Male,Employed,Enugu,191504,145485,16,Yes,91412,146298,77556,2,4,Yes,995287,Late,0,7732,8509,1
40,Male,Self-employed,Kaduna,508029,359772,42,No,193339,240447,193486,4,1,Yes,1494214,On-time,3,5078,1921,1
29,Female,Unemployed,Lagos,65636,59685,55,No,2239,27267,32842,0,3,Yes,335262,On-time,3,3275,4226,1
35,Female,Employed,Kwara,552434,324006,55,Yes,309051,193727,112746,0,0,No,0,N/A,0,3862,3602,0
35,Male,Employed,Abuja,157774,85529,31,Yes,145511,98931,49514,0,0,No,0,N/A,0,3014,6161,0
39,Female,Employed,Oyo,751511,645773,45,Yes,119908,365937,163717,0,1,Yes,4090279,Late,0,3456,9563,0
30,Female,Employed,Ogun,397496,298491,25,Yes,145051,196653,61586,1,2,No,0,N/A,0,1909,6353,0
26,Male,Self-employed,Oyo,406783,288280,16,No,141838,211751,73689,0,1,Yes,1326569,On-time,0,2216,7749,0
27,Female,Employed,Rivers,403922,239338,41,Yes,232628,295310,102859,0,0,Yes,1754264,Late,0,1250,3829,0
30,Male,Employed,Kwara,468953,481219,12,Yes,0,191875,161945,1,4,Yes,1887192,Late,0,2745,500,1
27,Female,Employed,Kwara,269122,193856,40,Yes,112497,116745,53838,0,0,No,0,N/A,0,5087,2215,0
26,Male,Employed,Kaduna,421635,361686,47,Yes,86183,299076,77939,2,0,Yes,1723177,On-time,1,2041,9680,0
27,Female,Employed,Kwara,252127,135190,65,Yes,258139,168643,78920,0,0,Yes,1478911,On-time,0,4926,11229,0
44,Female,Employed,Bauchi,224864,162322,32,Yes,226080,175099,78111,0,1,Yes,502809,On-time,1,987,8678,0
32,Male,Employed,Osun,436860,235929,32,Yes,233827,212174,129990,0,0,No,0,N/A,0,7337,500,0
40,Female,Employed,Enugu,160646,89301,36,Yes,156916,80120,45848,2,1,Yes,639236,On-time,1,5874,2340,0
20,Male,Unemployed,Delta,43958,39032,62,No,42123,19836,8173,1,2,Yes,111580,Late,0,500,4106,1
41,Female,Unemployed,Lagos,47917,43543,53,No,3050,25319,13887,0,1,Yes,129630,Late,2,752,500,1
31,Male,Employed,Edo,569085,410929,29,Yes,199949,228059,239845,0,1,No,0,N/A,0,5324,7621,0
23,Male,Employed,Katsina,172593,124466,60,Yes,124293,129042,27679,0,0,No,0,N/A,0,2935,3861,0
29,Female,Employed,Osun,330571,229354,39,Yes,162527,232703,69032,0,0,No,0,N/A,0,4096,7940,0
34,Male,Unemployed,Akwa Ibom,45116,33835,31,No,37217,19826,13030,0,2,Yes,65393,Late,3,2918,5530,1
34,Female,Employed,Oyo,446670,490686,40,Yes,0,180181,126107,1,0,No,0,N/A,0,3142,4979,0
30,Male,Employed,Bauchi,80000,41300,52,Yes,233741,37465,14755,0,2,No,0,N/A,0,5919,975,0
45,Male,Self-employed,Anambra,647530,418537,36,No,423445,352921,126546,0,0,Yes,1434730,On-time,0,2998,6187,0
24,Male,Self-employed,Kwara,194925,127811,53,No,206840,75229,30487,0,0,No,0,N/A,0,3950,7456,0
31,Male,Self-employed,Delta,50000,35547,32,Yes,60481,29706,13378,2,1,Yes,260363,Late,1,2152,4982,1
32,Female,Employed,Osun,585969,379351,26,Yes,336418,433053,146643,0,0,Yes,1425635,On-time,0,4524,4680,0
38,Male,Self-employed,Osun,406792,359290,45,No,92841,322663,112972,2,2,No,0,N/A,0,6609,1941,0
36,Female,Unemployed,Oyo,35432,26429,69,No,27197,25430,13687,0,3,Yes,52882,On-time,0,2775,2845,0
25,Female,Self-employed,Oyo,239734,168059,31,No,215134,85195,67016,0,0,No,0,N/A,0,1730,6798,0
41,Female,Unemployed,Plateau,10000,10000,38,No,85348,7540,4378,0,1,Yes,16976,Late,0,500,5700,1
37,Male,Unemployed,Oyo,89533,81831,41,No,4173,60459,42231,1,1,Yes,134361,Late,3,4793,5043,1
31,Male,Self-employed,Akwa Ibom,254874,188304,54,No,93917,159423,59103,0,2,Yes,392577,Late,0,500,3495,0
40,Male,Self-employed,Borno,50000,36270,54,No,68899,16315,14142,0,0,No,0,N/A,0,3794,6981,0
38,Male,Unemployed,Borno,83681,60233,43,No,66541,38435,16375,1,0,Yes,477854,On-time,2,6779,4374,1
27,Male,Employed,Cross River,428068,216432,28,Yes,351226,205003,52247,0,0,No,0,N/A,0,4426,2281,0
29,Male,Employed,Borno,481734,339581,19,Yes,337601,259683,125927,0,0,Yes,1856331,On-time,0,500,3698,0
33,Female,Unemployed,Enugu,65352,53644,36,No,22113,40296,29511,1,0,Yes,361666,On-time,2,1927,5384,1
43,Male,Employed,Lagos,133944,69735,5,Yes,255035,89761,24065,0,1,Yes,228371,On-time,0,4958,4384,0
34,Female,Employed,Rivers,376142,323694,41,Yes,82461,170418,144964,0,3,No,0,N/A,0,6323,6448,0
49,Male,Employed,Plateau,302366,167708,32,Yes,193566,238213,70010,1,1,No,0,N/A,0,8070,5141,0
30,Male,Employed,Delta,321672,193912,33,Yes,183477,243287,76919,0,1,Yes,1300916,On-time,0,3537,4730,0
36,Male,Employed,Cross River,259087,156711,58,Yes,227013,120965,78547,1,0,No,0,N/A,0,4656,7281,0
22,Female,Self-employed,Bauchi,317033,276163,24,No,51910,136258,137807,0,1,Yes,1183046,Late,0,6322,3695,0
38,Male,Self-employed,Edo,440819,412566,50,No,21943,228416,245434,0,4,No,0,N/A,0,4199,6370,1
33,Male,Self-employed,Akwa Ibom,185698,96154,32,No,198097,77326,29105,0,0,No,0,N/A,0,8413,6924,0
33,Female,Employed,Cross River,607074,431533,12,Yes,338458,287816,258690,0,0,No,0,N/A,0,1457,8720,0
36,Male,Unemployed,Borno,27943,24662,29,No,39479,18629,9097,0,0,No,0,N/A,0,5449,7179,1
46,Male,Employed,Kano,80000,52309,37,Yes,76162,38533,22061,0,1,No,0,N/A,0,4131,7356,0
31,Male,Employed,Borno,484736,299869,27,Yes,310295,272647,110688,0,1,Yes,2247748,On-time,0,500,3876,0
18,Male,Self-employed,Enugu,50000,30925,63,No,60669,31675,11717,0,0,Yes,168218,On-time,0,4287,1076,0
33,Male,Employed,Enugu,435924,390239,62,Yes,74105,297185,212043,1,1,Yes,2264809,Late,3,2819,7365,1
39,Female,Unemployed,Edo,52934,50639,37,No,1034,26151,21942,3,2,No,0,N/A,0,1334,500,1
32,Female,Employed,Edo,277873,140078,24,Yes,318306,89676,74559,0,0,No,0,N/A,0,3898,8209,0
25,Female,Employed,Imo,414094,436871,55,Yes,0,163417,185710,0,0,Yes,1227735,Late,1,4771,4131,0
37,Male,Employed,Rivers,217271,128129,19,Yes,153992,143228,51512,2,0,No,0,N/A,0,1907,15878,0
31,Male,Employed,Akwa Ibom,434725,259856,40,No,213135,246005,140318,0,0,Yes,2002310,On-time,0,3391,3998,0
23,Male,Employed,Kano,206751,134279,42,Yes,136551,163604,56460,0,0,No,0,N/A,0,6276,605,0
43,Female,Self-employed,Anambra,244801,219902,31,No,58421,96068,50957,1,2,Yes,1165597,On-time,2,4447,4640,1
35,Female,Employed,Delta,538874,396370,25,Yes,329923,307847,188603,0,0,Yes,1816104,Late,0,5637,5789,0
50,Female,Employed,Kaduna,486890,280609,36,Yes,254261,275005,57674,0,1,Yes,632680,On-time,0,4914,5170,0
40,Female,Employed,Enugu,468330,341753,50,No,189403,164229,78171,0,0,Yes,2540891,On-time,0,1327,5296,0
41,Male,Employed,Edo,344998,240077,22,Yes,247639,169751,107810,0,1,Yes,1675544,On-time,0,3252,11659,0
29,Female,Employed,Anambra,520290,351104,19,Yes,283728,353997,187149,0,0,Yes,736924,On-time,0,932,5854,0
24,Male,Employed,Abuja,400363,211576,48,Yes,253864,200613,75059,0,0,No,0,N/A,0,5657,4364,0
21,Male,Employed,Delta,266735,156566,7,Yes,173129,135977,87083,0,0,Yes,824154,On-time,0,1955,500,0
30,Male,Employed,Osun,283541,297644,31,Yes,0,131453,110050,0,3,No,0,N/A,0,3503,5317,0
26,Female,Employed,Imo,530622,387089,66,Yes,174380,418730,95843,1,2,Yes,2482017,On-time,1,2970,7120,0
34,Female,Self-employed,Cross River,270895,189149,41,No,133564,92029,67999,0,0,Yes,1060971,On-time,0,5683,6590,0
25,Male,Unemployed,Katsina,54956,60081,40,No,0,40588,27567,1,2,Yes,138602,Late,3,6143,556,1
29,Male,Employed,Cross River,650472,446919,58,Yes,325616,361686,180480,0,0,Yes,2443969,Late,0,500,4082,1
41,Female,Employed,Rivers,475730,495959,40,Yes,0,325455,226167,0,3,Yes,1541212,On-time,0,3180,5541,1
39,Female,Employed,Ogun,296881,221883,18,Yes,131815,161384,83632,1,1,No,0,N/A,0,2999,6582,0
35,Female,Self-employed,Oyo,79993,63942,34,No,36743,48108,17353,0,1,Yes,373469,On-time,2,7443,9410,1
21,Female,Employed,Kano,285587,194239,63,Yes,114308,109822,113362,0,0,Yes,976562,On-time,0,2280,9123,0
41,Male,Self-employed,Borno,491315,522539,54,Yes,0,233227,201956,2,2,Yes,775962,Late,3,6034,10895,1
31,Male,Unemployed,Katsina,40085,30593,42,No,50962,17316,9250,1,3,No,0,N/A,0,3765,5690,1
38,Female,Self-employed,Kaduna,54306,27454,29,No,136092,20606,10837,0,0,Yes,158127,On-time,0,7049,4231,0
33,Female,Employed,Anambra,412261,304411,29,Yes,237860,219629,61873,0,0,Yes,1921001,On-time,0,4915,12963,0
33,Male,Employed,Plateau,409286,275635,13,Yes,282101,126402,160290,0,1,No,0,N/A,0,7382,4573,0
29,Male,Employed,Akwa Ibom,511008,260750,16,Yes,278260,330266,87968,0,2,No,0,N/A,0,4098,500,0
30,Male,Unemployed,Enugu,57920,42964,34,No,53406,45502,12186,0,0,Yes,342720,On-time,1,5431,500,1
36,Female,Employed,Rivers,233710,170202,18,Yes,256123,105994,88283,1,0,Yes,857360,On-time,0,6619,963,1
25,Male,Self-employed,Bauchi,225847,117359,16,No,237697,125149,46674,0,1,No,0,N/A,0,3337,500,0
51,Male,Employed,Ogun,270699,172494,48,Yes,220794,122792,82433,0,1,Yes,1231217,On-time,0,2274,6977,0
34,Male,Unemployed,Bauchi,43662,38817,22,No,1850,16656,15666,0,2,No,0,N/A,0,3245,500,0
48,Female,Unemployed,Imo,70153,62770,26,No,2856,27375,18456,0,1,Yes,161293,Late,3,4298,8055,1
26,Female,Self-employed,Kaduna,291210,197204,27,No,115417,98862,54940,0,0,No,0,N/A,0,5106,6499,0
32,Female,Employed,Anambra,125973,65414,48,Yes,172831,95015,18901,2,0,No,0,N/A,0,7166,9498,0
25,Female,Self-employed,Imo,50000,38135,43,No,59733,39537,17927,0,0,Yes,211684,On-time,1,3086,4379,0
50,Male,Employed,Ogun,345175,175147,46,Yes,225215,237106,63644,2,1,No,0,N/A,0,5680,5907,0
25,Female,Employed,Cross River,213823,113731,43,Yes,168573,116235,25284,0,2,No,0,N/A,0,2073,3681,0
28,Female,Self-employed,Kano,50000,27409,37,No,199150,28940,10719,0,0,No,0,N/A,0,2669,6449,0
20,Female,Employed,Lagos,290992,214803,40,Yes,163051,230905,90891,0,1,No,0,N/A,0,6916,500,0
42,Male,Employed,Kwara,80000,58525,35,Yes,116993,37187,21686,0,0,Yes,251349,On-time,0,1267,9056,0
24,Male,Employed,Cross River,119569,60763,30,Yes,156001,83153,20479,2,1,Yes,409693,Late,0,6397,1121,0
27,Male,Employed,Lagos,422110,223593,32,Yes,315747,264337,74289,0,1,No,0,N/A,0,4868,7447,0
38,Female,Employed,Lagos,80000,57154,35,Yes,134657,27657,21761,0,0,No,0,N/A,0,3941,6604,1
30,Male,Self-employed,Rivers,275430,149487,28,No,251577,125283,60833,1,0,No,0,N/A,0,6565,4923,0
48,Male,Self-employed,Akwa Ibom,87383,62198,54,No,70733,57262,24363,0,0,Yes,107665,On-time,0,2981,4913,0
27,Female,Employed,Osun,435901,413484,36,Yes,11800,271751,219583,4,2,Yes,748865,Late,4,6452,3339,1
29,Male,Employed,Katsina,80000,55729,36,Yes,101656,51442,19559,0,0,No,0,N/A,0,3242,7414,0
36,Male,Employed,Kaduna,313724,230805,11,Yes,219046,189274,94500,0,0,Yes,404055,On-time,0,2930,3516,0
23,Female,Employed,Katsina,292506,217609,30,Yes,109592,188145,51280,1,1,Yes,880247,On-time,0,4373,7375,0
37,Female,Self-employed,Enugu,50000,36709,29,No,105535,22350,16410,0,0,No,0,N/A,0,5519,6237,0
28,Male,Employed,Kwara,258616,191168,23,Yes,86974,186210,75879,1,0,Yes,1036888,Late,1,3516,10459,1
34,Female,Self-employed,Kano,654009,364478,54,No,444335,254033,79793,0,0,No,0,N/A,0,3563,3736,0
31,Male,Self-employed,Delta,179785,94379,21,Yes,255289,85737,26057,0,0,No,0,N/A,0,3706,7917,0
33,Male,Employed,Delta,227425,160110,39,Yes,230795,135341,37497,0,1,No,0,N/A,0,4980,3045,0
39,Female,Self-employed,Osun,204096,139846,20,No,125095,105810,69153,0,0,No,0,N/A,0,2059,2866,0
29,Male,Employed,Abuja,501617,281815,33,No,379845,332791,145510,0,0,No,0,N/A,0,2273,3516,0
21,Male,Employed,Akwa Ibom,338803,279624,32,Yes,73305,118504,89914,0,1,Yes,1328178,Late,0,3452,3042,1
20,Male,Employed,Oyo,379815,260988,13,Yes,151808,252538,59903,0,0,Yes,1870355,On-time,0,5413,500,0
41,Female,Employed,Rivers,424833,236047,50,Yes,304249,141454,101016,0,0,No,0,N/A,0,5348,7863,0
26,Female,Unemployed,Kano,52634,48494,5,No,2060,29288,16948,0,1,Yes,72330,Late,2,4588,4156,1
19,Male,Self-employed,Plateau,958964,700303,50,No,381100,704504,176180,0,1,No,0,N/A,0,4643,7863,0
18,Male,Employed,Kwara,196897,127313,40,Yes,169862,78242,28918,0,0,No,0,N/A,0,4993,4786,0
24,Male,Employed,Oyo,375882,284852,14,Yes,112803,285530,68951,1,2,No,0,N/A,0,4036,6195,0
26,Female,Employed,Ogun,500506,267925,18,Yes,257968,194945,156229,0,1,Yes,2532658,On-time,0,3392,1324,0
36,Female,Unemployed,Kwara,61770,55530,11,No,38759,29806,22832,0,3,Yes,99852,Late,0,754,4305,1
37,Female,Employed,Osun,160172,105108,37,Yes,234039,102678,56805,0,0,Yes,652589,On-time,0,8080,500,0
30,Female,Unemployed,Rivers,20557,16862,60,No,31472,9213,3759,0,0,Yes,46621,On-time,0,3787,7166,0
32,Female,Employed,Osun,227893,184060,62,Yes,73971,88218,80389,0,1,Yes,446547,On-time,0,1137,853,0
24,Male,Employed,Borno,256615,146782,34,Yes,227255,176944,59206,0,0,Yes,1039541,Late,1,1633,8713,0
18,Male,Self-employed,Kwara,267454,189509,40,No,122704,144429,51252,1,1,Yes,527253,On-time,1,9086,2663,1
28,Male,Unemployed,Osun,45370,47630,56,No,0,20854,11369,2,2,Yes,53049,Late,1,6112,2242,1
27,Female,Employed,Kwara,245928,159757,24,Yes,115712,193955,56077,0,2,Yes,870689,On-time,0,1413,6824,0
30,Female,Self-employed,Rivers,282695,196740,40,No,178142,100041,84330,0,0,No,0,N/A,0,1590,7674,0
33,Female,Self-employed,Osun,261613,225552,34,No,15652,160797,87568,2,4,Yes,663406,Late,5,3970,7381,1
33,Female,Self-employed,Lagos,266389,269377,8,No,0,173936,68886,2,3,No,0,N/A,0,2073,6004,1
30,Male,Employed,Rivers,154818,91216,21,Yes,154846,82156,23639,0,0,Yes,415825,On-time,0,4304,4862,0
30,Female,Employed,Imo,353545,273061,41,Yes,87816,238281,147548,0,1,Yes,1147871,Late,0,2066,6360,0
24,Male,Unemployed,Lagos,27218,20000,44,No,29432,13480,6199,0,1,No,0,N/A,0,5434,5503,0
33,Male,Self-employed,Akwa Ibom,348063,279360,25,No,115485,159962,128882,0,0,Yes,1983726,On-time,1,7763,3534,0
20,Female,Employed,Delta,281048,277402,5,Yes,1547,120958,162593,1,3,Yes,1440728,Late,3,8037,4426,1
42,Female,Employed,Lagos,334547,178780,9,Yes,313670,192556,45506,0,1,No,0,N/A,0,3585,7169,0
27,Female,Self-employed,Ogun,504893,454319,31,No,94190,396579,141652,2,2,Yes,1806924,Late,1,7307,5716,1
19,Female,Employed,Kano,332451,210545,26,Yes,158597,110560,121784,0,1,Yes,1248421,On-time,1,3557,2383,0
30,Male,Employed,Rivers,184141,131506,50,Yes,237083,134018,58876,0,1,Yes,835938,Late,0,2278,6156,0
18,Female,Self-employed,Cross River,272848,231493,60,No,52230,90823,122040,0,0,Yes,1019858,Late,1,4794,7703,1
31,Male,Unemployed,Lagos,108672,109266,57,No,0,37250,29838,1,5,Yes,240553,Late,0,5888,11697,1
28,Female,Unemployed,Katsina,78555,82285,5,No,0,47225,28983,3,1,Yes,333975,Late,4,6793,9427,1
29,Male,Employed,Delta,386924,226016,36,Yes,183594,162314,104435,0,1,No,0,N/A,0,6390,4539,0
18,Male,Employed,Akwa Ibom,426795,379511,45,Yes,93083,157655,212746,0,0,Yes,817613,On-time,3,6025,4964,1
39,Female,Unemployed,Borno,27037,23032,20,No,2324,12068,10158,1,3,No,0,N/A,0,8483,6886,1
29,Male,Self-employed,Osun,370554,199531,31,No,363986,202544,47306,0,1,No,0,N/A,0,5305,6301,0
31,Male,Self-employed,Anambra,518106,526350,26,No,0,341280,187252,3,3,Yes,1831729,Late,3,4826,6238,1
21,Female,Employed,Ogun,214287,177646,38,Yes,79601,68652,103061,0,0,Yes,1255635,On-time,0,1423,6379,1
34,Male,Self-employed,Edo,236335,210637,46,Yes,8745,116229,73427,5,2,Yes,997388,Late,3,4179,11058,1
29,Male,Employed,Rivers,376024,312849,18,No,84423,288417,167379,0,1,Yes,2153157,On-time,0,5025,5995,1
29,Male,Unemployed,Ogun,54886,41317,39,No,20743,37618,19626,1,1,No,0,N/A,0,5999,3646,0
38,Male,Employed,Kano,347164,201005,61,Yes,272787,247373,87018,0,0,No,0,N/A,0,6068,7620,0
34,Female,Self-employed,Plateau,328408,346717,63,No,0,101548,171534,1,4,Yes,845350,Late,0,6709,5515,1
28,Female,Self-employed,Borno,134068,116094,35,No,59796,61691,43224,0,0,No,0,N/A,0,1882,5299,0
42,Male,Employed,Kwara,458910,276869,38,No,380141,201148,94198,0,0,No,0,N/A,0,3154,8155,0
18,Female,Self-employed,Lagos,195605,191734,6,No,1503,146980,74189,4,0,Yes,1100560,Late,5,2884,11464,1
24,Male,Self-employed,Enugu,229199,129131,45,No,282642,150951,58905,0,1,Yes,545917,On-time,0,3069,1136,0
18,Male,Self-employed,Bauchi,609264,633569,54,Yes,0,210056,375102,3,3,Yes,3213543,Late,5,1576,2897,1
35,Male,Employed,Lagos,453760,250072,42,Yes,379316,198841,107773,1,1,Yes,1102103,On-time,0,5171,1756,0
27,Male,Unemployed,Ogun,54241,42922,22,No,45556,41378,22947,1,0,No,0,N/A,0,4722,4217,0
37,Male,Employed,Katsina,118780,101655,29,Yes,34001,58348,56170,0,3,Yes,139663,Late,1,2141,694,0
29,Female,Self-employed,Akwa Ibom,291951,242247,44,No,98679,219307,125125,3,2,No,0,N/A,0,500,699,1
26,Female,Self-employed,Abuja,367605,299371,38,No,97788,224306,118052,2,1,No,0,N/A,0,3993,11509,0
23,Female,Unemployed,Cross River,23082,23826,39,No,0,8384,8267,4,1,Yes,31070,Late,4,7873,500,1
21,Male,Self-employed,Delta,338602,317366,44,No,16470,109699,135632,0,3,Yes,428577,Late,4,5881,5452,1
28,Female,Employed,Rivers,328821,284880,35,Yes,76881,257631,145257,3,0,Yes,1259595,Late,0,5460,3980,1
27,Female,Unemployed,Kwara,30295,29932,28,No,191,20198,14821,3,1,No,0,N/A,0,2937,4753,1
37,Male,Self-employed,Katsina,199892,212872,80,No,0,61283,52150,0,4,Yes,626639,Late,3,4514,4967,1
32,Male,Employed,Edo,516088,317018,30,Yes,344195,309943,66193,0,0,Yes,1883803,On-time,1,683,5520,0
28,Male,Unemployed,Borno,76068,66038,17,No,33285,30607,27243,0,1,Yes,373178,On-time,0,6465,5188,1
43,Female,Unemployed,Lagos,69010,59539,52,No,46609,36228,15145,2,2,Yes,236011,Late,1,1981,7967,1
24,Female,Self-employed,Akwa Ibom,390531,332695,38,No,35290,207758,155944,2,2,No,0,N/A,0,2472,10160,1
24,Female,Employed,Edo,339099,224436,37,Yes,173630,242885,94304,0,0,No,0,N/A,0,1443,4142,0
30,Female,Unemployed,Ogun,64021,65195,48,No,0,29847,27693,3,3,Yes,92014,Late,1,1788,6452,1
32,Male,Employed,Akwa Ibom,457048,339576,38,Yes,238057,312925,78420,2,0,No,0,N/A,0,630,4708,0
28,Female,Unemployed,Anambra,45893,36260,37,No,14698,29192,14718,3,2,Yes,246461,On-time,1,3421,6084,1
22,Male,Employed,Plateau,163753,105413,50,Yes,87932,51224,51859,0,0,No,0,N/A,0,5696,8165,0
26,Female,Employed,Abuja,347768,211982,7,Yes,279162,119989,121176,0,1,No,0,N/A,0,1221,6325,1
40,Male,Employed,Lagos,297291,287111,18,Yes,3503,108840,147604,3,5,No,0,N/A,0,5553,6955,1
38,Female,Self-employed,Rivers,641425,450736,48,No,233915,343869,258550,0,0,No,0,N/A,0,5504,6273,0
33,Female,Employed,Bauchi,632059,380324,47,Yes,357389,414227,149857,1,0,Yes,1744370,On-time,0,500,4492,0
31,Female,Employed,Osun,393805,227235,9,Yes,204814,252771,116592,0,0,Yes,1635686,On-time,0,2748,8733,0
29,Male,Employed,Rivers,342293,259587,25,No,129399,190779,144127,0,2,Yes,1205236,On-time,1,6422,7084,0
47,Female,Employed,Kaduna,323352,227408,59,No,143677,136103,129468,0,1,No,0,N/A,0,6520,2972,0
36,Male,Employed,Akwa Ibom,393187,198075,29,Yes,321930,184409,97380,0,0,Yes,1053023,On-time,0,5426,9399,0
24,Female,Self-employed,Cross River,369341,261749,53,No,119306,159379,71028,0,2,Yes,2154608,Late,0,4914,500,1
28,Female,Employed,Kano,195609,170381,48,Yes,39199,83928,85285,2,1,No,0,N/A,0,2546,500,0
33,Male,Employed,Anambra,80000,62814,30,Yes,25783,33867,18628,0,1,No,0,N/A,0,6398,2248,0
22,Male,Self-employed,Bauchi,307932,333914,18,No,0,165588,123351,3,1,No,0,N/A,0,2081,1368,1
35,Male,Self-employed,Edo,282158,297902,14,Yes,0,86843,139016,5,1,Yes,990419,On-time,1,4365,5668,1
33,Male,Employed,Kaduna,167306,122772,5,Yes,217853,88714,60008,0,0,No,0,N/A,0,1292,4698,0
38,Male,Employed,Oyo,412259,323125,45,Yes,129815,149966,96204,0,0,Yes,1927146,Late,0,4514,2698,0
29,Female,Employed,Borno,696849,510859,40,Yes,222072,290636,276168,2,0,Yes,2811720,Late,2,2420,3543,1
32,Female,Self-employed,Ogun,50000,32158,7,No,41006,29168,14060,0,0,No,0,N/A,0,4933,3154,0
31,Male,Employed,Ogun,219691,168542,25,Yes,57264,78352,66631,0,2,Yes,265325,Late,1,5192,500,0
31,Female,Employed,Kano,80000,59369,70,Yes,124820,37610,14406,0,0,No,0,N/A,0,3119,8823,0
32,Female,Employed,Akwa Ibom,139178,103307,39,Yes,136992,63501,29374,0,1,No,0,N/A,0,3677,5948,0
33,Male,Employed,Kaduna,80000,59687,22,Yes,155343,42159,15610,0,0,Yes,327467,On-time,0,1067,6886,0
33,Male,Unemployed,Abuja,96692,86601,28,No,4529,72236,45048,3,1,Yes,102814,On-time,5,2589,5887,1
41,Male,Employed,Enugu,176550,90864,47,No,171676,82141,27657,0,1,Yes,680326,On-time,0,5775,4066,0
20,Male,Employed,Anambra,337088,216044,66,Yes,167110,145261,116920,0,0,No,0,N/A,0,1331,9535,0
18,Male,Employed,Plateau,288273,251200,19,Yes,43964,208312,115225,4,2,Yes,1113337,Late,1,4252,2122,1
41,Male,Unemployed,Delta,63735,63060,25,No,403,26474,29696,2,5,Yes,117972,Late,3,3475,2148,1
29,Male,Self-employed,Ogun,429490,429642,43,No,0,334478,169531,1,1,No,0,N/A,0,5251,8093,1
32,Male,Employed,Kwara,87385,52285,37,Yes,123735,55004,23769,0,0,No,0,N/A,0,500,4022,0
35,Male,Self-employed,Kaduna,50000,39640,41,No,42387,35407,10146,0,2,Yes,138289,On-time,2,5662,4182,0
22,Male,Employed,Katsina,295410,209568,42,Yes,132430,184604,100221,3,1,Yes,418933,Late,1,825,2540,1
28,Male,Employed,Cross River,420878,447177,46,Yes,0,309612,207958,5,1,Yes,499424,Late,4,5049,5483,1
36,Female,Employed,Imo,411110,305177,31,Yes,118900,200458,75882,2,1,Yes,2379945,Late,0,3723,6043,1
27,Male,Self-employed,Osun,109496,105600,17,No,2100,37960,31535,3,3,No,0,N/A,0,4178,8376,1
